area,item,element,year,unit,value
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (N content),1975,kg,255356971.6723
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture that leaches (N content),1975,kg,76607091.5017
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture that volatilises (N content),1975,kg,51071394.3345
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Emissions N2O),1975,kt,9.7309
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Direct emissions N2O),1975,kt,8.0255
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that leaches) (Manure on pasture),1975,kt,0.9029
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that volatilises) (Manure on pasture),1975,kt,0.8026
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Indirect emissions N2O),1975,kt,1.7054
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (N content),1975,kg,481544744.8429
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils that leaches (N content),1975,kg,144463423.4529
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils that volatilises (N content),1975,kg,96308948.9686
United Kingdom of Great Britain and Northern Ireland,Cattle,Emissions (N2O) (Manure applied),1975,kt,10.7832
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (Direct emissions N2O),1975,kt,7.5671
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that leaches) (Manure applied),1975,kt,1.7026
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that volatilises) (Manure applied),1975,kt,1.5134
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (Indirect emissions N2O),1975,kt,3.216
United Kingdom of Great Britain and Northern Ireland,Cattle,Stocks,1976,An,14069000
United Kingdom of Great Britain and Northern Ireland,Cattle,Livestock total (Emissions N2O),1976,kt,27.2614
United Kingdom of Great Britain and Northern Ireland,Cattle,Livestock total (Emissions CH4),1976,kt,1129.497
United Kingdom of Great Britain and Northern Ireland,Cattle,Enteric fermentation (Emissions CH4),1976,kt,996.453
United Kingdom of Great Britain and Northern Ireland,Cattle,"Manure management (manure treated, N content)",1976,kg,645093662.04
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Emissions CH4),1976,kt,133.044
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Emissions N2O),1976,kt,7.6965
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Direct emissions N2O),1976,kt,4.8037
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Indirect emissions N2O),1976,kt,2.8928
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (N content),1976,kg,243432480.96
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture that leaches (N content),1976,kg,73029744.288
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture that volatilises (N content),1976,kg,48686496.192
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Emissions N2O),1976,kt,9.2765
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Direct emissions N2O),1976,kt,7.6507
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that leaches) (Manure on pasture),1976,kt,0.8607
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that volatilises) (Manure on pasture),1976,kt,0.7651
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Indirect emissions N2O),1976,kt,1.6258
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (N content),1976,kg,459448362.139
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils that leaches (N content),1976,kg,137834508.6417
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils that volatilises (N content),1976,kg,91889672.4278
United Kingdom of Great Britain and Northern Ireland,Cattle,Emissions (N2O) (Manure applied),1976,kt,10.2884
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (Direct emissions N2O),1976,kt,7.2199
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that leaches) (Manure applied),1976,kt,1.6245
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that volatilises) (Manure applied),1976,kt,1.444
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (Indirect emissions N2O),1976,kt,3.0685
United Kingdom of Great Britain and Northern Ireland,Cattle,Stocks,1977,An,13712000
United Kingdom of Great Britain and Northern Ireland,Cattle,Livestock total (Emissions N2O),1977,kt,26.7988
United Kingdom of Great Britain and Northern Ireland,Cattle,Livestock total (Emissions CH4),1977,kt,1112.706
United Kingdom of Great Britain and Northern Ireland,Cattle,Enteric fermentation (Emissions CH4),1977,kt,980.664
United Kingdom of Great Britain and Northern Ireland,Cattle,"Manure management (manure treated, N content)",1977,kg,636589532.88
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Emissions CH4),1977,kt,132.042
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Emissions N2O),1977,kt,7.6004
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Direct emissions N2O),1977,kt,4.7356
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Indirect emissions N2O),1977,kt,2.8648
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (N content),1977,kg,238020693.12
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture that leaches (N content),1977,kg,71406207.936
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture that volatilises (N content),1977,kg,47604138.624
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Emissions N2O),1977,kt,9.0703
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Direct emissions N2O),1977,kt,7.4807
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that leaches) (Manure on pasture),1977,kt,0.8416
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that volatilises) (Manure on pasture),1977,kt,0.7481
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Indirect emissions N2O),1977,kt,1.5896
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (N content),1977,kg,452296133.946
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils that leaches (N content),1977,kg,135688840.1838
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils that volatilises (N content),1977,kg,90459226.7892
United Kingdom of Great Britain and Northern Ireland,Cattle,Emissions (N2O) (Manure applied),1977,kt,10.1282
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (Direct emissions N2O),1977,kt,7.1075
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that leaches) (Manure applied),1977,kt,1.5992
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that volatilises) (Manure applied),1977,kt,1.4215
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (Indirect emissions N2O),1977,kt,3.0207
United Kingdom of Great Britain and Northern Ireland,Cattle,Stocks,1978,An,13568000
United Kingdom of Great Britain and Northern Ireland,Cattle,Livestock total (Emissions N2O),1978,kt,26.6751
United Kingdom of Great Britain and Northern Ireland,Cattle,Livestock total (Emissions CH4),1978,kt,1109.184
United Kingdom of Great Britain and Northern Ireland,Cattle,Enteric fermentation (Emissions CH4),1978,kt,976.896
United Kingdom of Great Britain and Northern Ireland,Cattle,"Manure management (manure treated, N content)",1978,kg,635313323.52
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Emissions CH4),1978,kt,132.288
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Emissions N2O),1978,kt,7.5887
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Direct emissions N2O),1978,kt,4.7228
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Indirect emissions N2O),1978,kt,2.8659
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (N content),1978,kg,236047380.48
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture that leaches (N content),1978,kg,70814214.144
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture that volatilises (N content),1978,kg,47209476.096
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Emissions N2O),1978,kt,8.9951
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Direct emissions N2O),1978,kt,7.4186
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that leaches) (Manure on pasture),1978,kt,0.8346
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that volatilises) (Manure on pasture),1978,kt,0.7419
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Indirect emissions N2O),1978,kt,1.5765
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (N content),1978,kg,450645337.024
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils that leaches (N content),1978,kg,135193601.1072
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils that volatilises (N content),1978,kg,90129067.4048
United Kingdom of Great Britain and Northern Ireland,Cattle,Emissions (N2O) (Manure applied),1978,kt,10.0912
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (Direct emissions N2O),1978,kt,7.0816
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that leaches) (Manure applied),1978,kt,1.5934
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that volatilises) (Manure applied),1978,kt,1.4163
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (Indirect emissions N2O),1978,kt,3.0097
United Kingdom of Great Britain and Northern Ireland,Cattle,Stocks,1979,An,13538000
United Kingdom of Great Britain and Northern Ireland,Cattle,Livestock total (Emissions N2O),1979,kt,26.5415
United Kingdom of Great Britain and Northern Ireland,Cattle,Livestock total (Emissions CH4),1979,kt,1102.869
United Kingdom of Great Britain and Northern Ireland,Cattle,Enteric fermentation (Emissions CH4),1979,kt,971.646
United Kingdom of Great Britain and Northern Ireland,Cattle,"Manure management (manure treated, N content)",1979,kg,631349274.6
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Emissions CH4),1979,kt,131.223
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Emissions N2O),1979,kt,7.5397
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Direct emissions N2O),1979,kt,4.6949
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Indirect emissions N2O),1979,kt,2.8448
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (N content),1979,kg,235276430.4
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture that leaches (N content),1979,kg,70582929.12
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture that volatilises (N content),1979,kg,47055286.08
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Emissions N2O),1979,kt,8.9657
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Direct emissions N2O),1979,kt,7.3944
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that leaches) (Manure on pasture),1979,kt,0.8319
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that volatilises) (Manure on pasture),1979,kt,0.7394
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Indirect emissions N2O),1979,kt,1.5713
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (N content),1979,kg,448182578.541
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils that leaches (N content),1979,kg,134454773.5623
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils that volatilises (N content),1979,kg,89636515.7082
United Kingdom of Great Britain and Northern Ireland,Cattle,Emissions (N2O) (Manure applied),1979,kt,10.0361
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (Direct emissions N2O),1979,kt,7.0429
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that leaches) (Manure applied),1979,kt,1.5846
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that volatilises) (Manure applied),1979,kt,1.4086
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (Indirect emissions N2O),1979,kt,2.9932
United Kingdom of Great Britain and Northern Ireland,Cattle,Stocks,1980,An,13363000
United Kingdom of Great Britain and Northern Ireland,Cattle,Livestock total (Emissions N2O),1980,kt,26.2608
United Kingdom of Great Britain and Northern Ireland,Cattle,Livestock total (Emissions CH4),1980,kt,1091.844
United Kingdom of Great Britain and Northern Ireland,Cattle,Enteric fermentation (Emissions CH4),1980,kt,961.671
United Kingdom of Great Britain and Northern Ireland,Cattle,"Manure management (manure treated, N content)",1980,kg,625329183.6
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Emissions CH4),1980,kt,130.173
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Emissions N2O),1980,kt,7.4692
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Direct emissions N2O),1980,kt,4.6488
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Indirect emissions N2O),1980,kt,2.8204
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (N content),1980,kg,232443446.4
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture that leaches (N content),1980,kg,69733033.92
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture that volatilises (N content),1980,kg,46488689.28
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Emissions N2O),1980,kt,8.8578
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Direct emissions N2O),1980,kt,7.3054
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that leaches) (Manure on pasture),1980,kt,0.8219
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that volatilises) (Manure on pasture),1980,kt,0.7305
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Indirect emissions N2O),1980,kt,1.5524
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (N content),1980,kg,443615837.166
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils that leaches (N content),1980,kg,133084751.1498
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils that volatilises (N content),1980,kg,88723167.4332
United Kingdom of Great Britain and Northern Ireland,Cattle,Emissions (N2O) (Manure applied),1980,kt,9.9338
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (Direct emissions N2O),1980,kt,6.9711
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that leaches) (Manure applied),1980,kt,1.5685
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that volatilises) (Manure applied),1980,kt,1.3942
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (Indirect emissions N2O),1980,kt,2.9627
United Kingdom of Great Britain and Northern Ireland,Cattle,Stocks,1981,An,13062000
United Kingdom of Great Britain and Northern Ireland,Cattle,Livestock total (Emissions N2O),1981,kt,25.8418
United Kingdom of Great Britain and Northern Ireland,Cattle,Livestock total (Emissions CH4),1981,kt,1076.181
United Kingdom of Great Britain and Northern Ireland,Cattle,Enteric fermentation (Emissions CH4),1981,kt,947.154
United Kingdom of Great Britain and Northern Ireland,Cattle,"Manure management (manure treated, N content)",1981,kg,617161228.2
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Emissions CH4),1981,kt,129.027
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Emissions N2O),1981,kt,7.3756
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Direct emissions N2O),1981,kt,4.5846
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Indirect emissions N2O),1981,kt,2.791
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (N content),1981,kg,227783476.8
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture that leaches (N content),1981,kg,68335043.04
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture that volatilises (N content),1981,kg,45556695.36
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Emissions N2O),1981,kt,8.6802
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Direct emissions N2O),1981,kt,7.1589
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that leaches) (Manure on pasture),1981,kt,0.8054
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that volatilises) (Manure on pasture),1981,kt,0.7159
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Indirect emissions N2O),1981,kt,1.5213
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (N content),1981,kg,437013840.229
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils that leaches (N content),1981,kg,131104152.0687
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils that volatilises (N content),1981,kg,87402768.0458
United Kingdom of Great Britain and Northern Ireland,Cattle,Emissions (N2O) (Manure applied),1981,kt,9.786
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (Direct emissions N2O),1981,kt,6.8674
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that leaches) (Manure applied),1981,kt,1.5452
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that volatilises) (Manure applied),1981,kt,1.3735
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (Indirect emissions N2O),1981,kt,2.9186
United Kingdom of Great Britain and Northern Ireland,Cattle,Stocks,1982,An,13244000
United Kingdom of Great Britain and Northern Ireland,Cattle,Livestock total (Emissions N2O),1982,kt,26.012
United Kingdom of Great Britain and Northern Ireland,Cattle,Livestock total (Emissions CH4),1982,kt,1081.347
United Kingdom of Great Britain and Northern Ireland,Cattle,Enteric fermentation (Emissions CH4),1982,kt,952.488
United Kingdom of Great Britain and Northern Ireland,Cattle,"Manure management (manure treated, N content)",1982,kg,619247702.52
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Emissions CH4),1982,kt,128.859
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Emissions N2O),1982,kt,7.3962
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Direct emissions N2O),1982,kt,4.6039
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Indirect emissions N2O),1982,kt,2.7923
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (N content),1982,kg,230323596.48
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture that leaches (N content),1982,kg,69097078.944
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture that volatilises (N content),1982,kg,46064719.296
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Emissions N2O),1982,kt,8.777
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Direct emissions N2O),1982,kt,7.2387
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that leaches) (Manure on pasture),1982,kt,0.8144
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that volatilises) (Manure on pasture),1982,kt,0.7239
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Indirect emissions N2O),1982,kt,1.5382
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (N content),1982,kg,439371545.551
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils that leaches (N content),1982,kg,131811463.6653
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils that volatilises (N content),1982,kg,87874309.1102
United Kingdom of Great Britain and Northern Ireland,Cattle,Emissions (N2O) (Manure applied),1982,kt,9.8388
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (Direct emissions N2O),1982,kt,6.9044
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that leaches) (Manure applied),1982,kt,1.5535
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that volatilises) (Manure applied),1982,kt,1.3809
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (Indirect emissions N2O),1982,kt,2.9344
United Kingdom of Great Britain and Northern Ireland,Cattle,Stocks,1983,An,13290000
United Kingdom of Great Britain and Northern Ireland,Cattle,Livestock total (Emissions N2O),1983,kt,26.1785
United Kingdom of Great Britain and Northern Ireland,Cattle,Livestock total (Emissions CH4),1983,kt,1089.045
United Kingdom of Great Britain and Northern Ireland,Cattle,Enteric fermentation (Emissions CH4),1983,kt,958.95
United Kingdom of Great Britain and Northern Ireland,Cattle,"Manure management (manure treated, N content)",1983,kg,624010637.16
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Emissions CH4),1983,kt,130.095
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Emissions N2O),1983,kt,7.4549
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Direct emissions N2O),1983,kt,4.6378
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Indirect emissions N2O),1983,kt,2.8171
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (N content),1983,kg,231377739.84
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture that leaches (N content),1983,kg,69413321.952
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture that volatilises (N content),1983,kg,46275547.968
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Emissions N2O),1983,kt,8.8171
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Direct emissions N2O),1983,kt,7.2719
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that leaches) (Manure on pasture),1983,kt,0.8181
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that volatilises) (Manure on pasture),1983,kt,0.7272
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Indirect emissions N2O),1983,kt,1.5453
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (N content),1983,kg,442394198.109
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils that leaches (N content),1983,kg,132718259.4327
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils that volatilises (N content),1983,kg,88478839.6218
United Kingdom of Great Britain and Northern Ireland,Cattle,Emissions (N2O) (Manure applied),1983,kt,9.9065
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (Direct emissions N2O),1983,kt,6.9519
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that leaches) (Manure applied),1983,kt,1.5642
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that volatilises) (Manure applied),1983,kt,1.3904
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (Indirect emissions N2O),1983,kt,2.9546
United Kingdom of Great Britain and Northern Ireland,Cattle,Stocks,1984,An,13213000
United Kingdom of Great Britain and Northern Ireland,Cattle,Livestock total (Emissions N2O),1984,kt,26.1578
United Kingdom of Great Britain and Northern Ireland,Cattle,Livestock total (Emissions CH4),1984,kt,1089.519
United Kingdom of Great Britain and Northern Ireland,Cattle,Enteric fermentation (Emissions CH4),1984,kt,958.821
United Kingdom of Great Britain and Northern Ireland,Cattle,"Manure management (manure treated, N content)",1984,kg,624890176.2
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Emissions CH4),1984,kt,130.698
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Emissions N2O),1984,kt,7.4684
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Direct emissions N2O),1984,kt,4.6416
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Indirect emissions N2O),1984,kt,2.8267
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (N content),1984,kg,230474548.8
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture that leaches (N content),1984,kg,69142364.64
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture that volatilises (N content),1984,kg,46094909.76
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Emissions N2O),1984,kt,8.7827
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Direct emissions N2O),1984,kt,7.2435
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that leaches) (Manure on pasture),1984,kt,0.8149
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that volatilises) (Manure on pasture),1984,kt,0.7243
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Indirect emissions N2O),1984,kt,1.5392
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (N content),1984,kg,442406392.681
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils that leaches (N content),1984,kg,132721917.8043
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils that volatilises (N content),1984,kg,88481278.5362
United Kingdom of Great Britain and Northern Ireland,Cattle,Emissions (N2O) (Manure applied),1984,kt,9.9067
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (Direct emissions N2O),1984,kt,6.9521
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that leaches) (Manure applied),1984,kt,1.5642
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that volatilises) (Manure applied),1984,kt,1.3904
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure applied to soils (Indirect emissions N2O),1984,kt,2.9546
United Kingdom of Great Britain and Northern Ireland,Cattle,Stocks,1985,An,12911000
United Kingdom of Great Britain and Northern Ireland,Cattle,Livestock total (Emissions N2O),1985,kt,25.5054
United Kingdom of Great Britain and Northern Ireland,Cattle,Livestock total (Emissions CH4),1985,kt,1061.793
United Kingdom of Great Britain and Northern Ireland,Cattle,Enteric fermentation (Emissions CH4),1985,kt,934.647
United Kingdom of Great Britain and Northern Ireland,Cattle,"Manure management (manure treated, N content)",1985,kg,608736543.48
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Emissions CH4),1985,kt,127.146
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Emissions N2O),1985,kt,7.2741
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Direct emissions N2O),1985,kt,4.5228
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure management (Indirect emissions N2O),1985,kt,2.7513
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (N content),1985,kg,225024707.52
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture that leaches (N content),1985,kg,67507412.256
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture that volatilises (N content),1985,kg,45004941.504
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Emissions N2O),1985,kt,8.575
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Direct emissions N2O),1985,kt,7.0722
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that leaches) (Manure on pasture),1985,kt,0.7956
United Kingdom of Great Britain and Northern Ireland,Cattle,Indirect emissions (N2O that volatilises) (Manure on pasture),1985,kt,0.7072
United Kingdom of Great Britain and Northern Ireland,Cattle,Manure left on pasture (Indirect emissions N2O),1985,kt,1.5028
